2024-10-15|NSTCHTRN|10|0|10|NEXG|2024-10-16 08:12:08
2024-10-15|RPINFOT2|6976|4073|2903|NEXG|2024-10-16 08:12:08
2024-10-15|SHIVCOMOTP|2791|2594|197|NEXG|2024-10-16 08:12:08
2024-10-15|SHREERADHAO|226053|153608|72445|NEXG|2024-10-16 08:12:08
2024-10-15|SITANITRNT|4066|3317|749|NEXG|2024-10-16 08:12:08
2024-10-15|SMRTMSGOTP2|14|9|5|NEXG|2024-10-16 08:12:08
2024-10-15|SMRTMSGTRN3|128|111|17|NEXG|2024-10-16 08:12:08
2024-10-15|STMTRN2|85632|42426|43206|NEXG|2024-10-16 08:12:08
2024-10-15|STRPDATRN2|18471|16917|1554|NEXG|2024-10-16 08:12:08
2024-10-15|TEST1|3|0|3|NEXG|2024-10-16 08:12:08
2024-10-15|TEST3|26|0|26|NEXG|2024-10-16 08:12:08
2024-10-15|TEST74|5|4|1|NEXG|2024-10-16 08:12:08
2024-10-15|TMTRN|864273|699815|164458|NEXG|2024-10-16 08:12:08
2024-10-15|TVLOTP|3|0|3|NEXG|2024-10-16 08:12:08
2024-10-15|WRDBXGOV|708|620|88|NEXG|2024-10-16 08:12:08
2024-10-15|XOSOFTTRN|11581|9570|2011|NEXG|2024-10-16 08:12:08
2024-10-15|ZAPBIZOTP|3991|3657|334|NEXG|2024-10-16 08:12:08
2024-10-15|ZAPBIZTRNT|2448|2260|188|NEXG|2024-10-16 08:12:08
